Tên,Mô tả,Mức giá,Diện tích,Loại tin đăng,Địa chỉ,Mặt tiền,Đường vào,Hướng ban công,Số tầng,Số phòng ngủ,Số toilet,Nội thất,Pháp lý,Tên dự án,Chủ đầu tư,Quy mô,Ngày đăng,Ngày hết hạn,Mã tin,Phòng ngủ,Hướng nhà,Loại tin,url,Tỉnh,Quận/Huyện
"Bán BT San Hô 11 - 28 hướng ĐN, 135.5m2 đất, XD 341m2 áp góc view vườn hoa lớn thoáng đẹp, 19 tỷ","- Gia đình tôi định cư nước ngoài có nhu cầu bán lại lô San Hô 11 KĐT Vinhomes Ocenpark.SH11 - 28 hướng ĐN, tổng diện tích đất 135.5m2 diện tích xây dựng mỗi sàn 90m2, song lập xây thô 4 tầng, đường rộng thoáng đẹp, mặt tiền 8m sâu 18m view vườn hoa lớn, khu có an ninh tốt cạnh TTTM Vincom, công viên và khu liên hợp thể thao.Bán lại giá 19 tỷ thu về.KH hàng có duyên Lh: Mr Vũ Phương 0961548888.",19000.0,135.5,"Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",,,,-1,-1,-1,,,Vinhomes Ocean Park Gia Lâm,Tập đoàn Vingroup,"2.300 căn biệt thự, 66 tòa căn hộ",06/11/2021,13/11/2021,31172260,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-biet-thu-lien-ke-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-bt-san-ho-11-28-huong-dn-135-5m2-dat-xd-341m2-ap-goc-view-vuon-hoa-lon-thoang-dep-19-ty-pr31172260,Hà Nội,Huyện Gia Lâm
"Nhà mặt phố Thái Hà, Đống Đa vỉa hè, ô tô, thang máy, KD 199m2 6T MT 6.5m 55 tỷ. ĐT 0973584969","Bán nhà mặt phố Thái Hà - Đống Đa.+ Tòa nhà tọa lạc nơi đắc địa, mặt tiền lớn 6.5m, vỉa hè 6m, đường 4 làn ô tô tránh, gần chỗ quay đầu xe. Vị trí vô cùng thuận tiện, nơi kết nối các tuyến phố chính như Hoàng Cầu, Yên Lãng, Láng Hạ, Huỳnh Thúc Kháng, Tây Sơn... Phù hợp kinh doanh bất chấp mọi loại hình đỉnh cao.+ DT 199m2 x MT 6.5m x 6 tầng thang máy nhập ngoại, nhà 2 thoáng vĩnh viễn, thiết kế chuẩn văn phòng hiện đại, nội ngoại thất sang trọng, đẳng cấp.+ Sổ đỏ chính chủ vuông đẹp nở hậu, pháp lý sạch. Giá 55 tỷ (có thương lượng).Liên hệ tôi, Triều: 0832133666 / 0973584969 (Miễn Trung gian, Môi giới).",55000.0,199.0,Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố),Phố Thái Hà - Phường Trung Liệt - Đống Đa - Hà Nội,,,,6,-1,-1,,Sổ đỏ chính chủ,,,,06/11/2021,14/11/2021,30539150,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-mat-pho-pho-thai-ha-phuong-trung-liet/-dong-da-via-he-o-to-tng-may-kd-199m2-6t-mt6-5m-55-ty-dt-0973584969-pr30539150,Hà Nội,Quận Đống Đa
CCMN 10 phòng cho thuê tuyệt đẹp - Khép kín full đồ - Cho thuê 48 tr/th giá 6.85 tỷ,"CCMN 10 phòng cho thuê tuyệt đẹp - Khép kín full đồ - Cho thuê 48 tr/th giá 6.85 tỷ.- Vị trí quá đẹp, khu vực trung tâm, tiện ích không thiếu thứ gì, khu vực trọng điểm phát triển.- Ngõ nông, thoáng. An sinh đỉnh, dân trí cực cao.- Nhà xây 5 tầng khung cột bê tông siêu kiên cố chắc chắn, mới đẹp. Thiết kế hiện đại đầy đủ công năng sử dụng gồm:+ Tầng 1: Chỗ để xe, 1 phòng khép kín.+ Tầng 2, 3, 4: Mỗi tầng 2 phòng khép kín.+ Tầng 5: 3 phòng.- Thiết bị nội thất đầy đủ, không thiếu thứ gì. Thiết bị bếp, nhà tắm, vệ sinh cao cấp, máy giặt, sấy, tủ lạnh, điều hòa, giường, nệm, tủ quần áo,...- Nhà phù hợp với khách mua khu vực Trường Chinh, Nguyễn Trãi, Tôn Thất Tùng, Lê Trọng Tấn, Vương Thừa Vũ, Hoàng Văn Thái, Tô Vĩnh Diện, Kim Giang, Vũ Tông Phan, Thượng Đình, Hạ Đình, Khương Trung, Khương Hạ và các khu vực lân cận.- Sổ đỏ vuông đẹp, sẵn sàng giao dịch.Liên hệ E. Nghĩa.",6850.0,61.0,Bán nhà riêng,"Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",,,,5,10,-1,,Sổ đỏ/ Sổ hồng,,,,06/11/2021,13/11/2021,31048386,10 PN,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-rieng-duong-truong-chinh-phuong-khuong-thuong/ccmn-10-phong-cho-thue-tuyet-dep-khep-kin-full-do-cho-thue-48-tr-th-gia-6-85-ty-pr31048386,Hà Nội,Quận Đống Đa
"Bán nhà Golden Bay D16 - 31 hướng đông nam gần đại lộ Nguyễn Tất Thành giá chỉ 6,9 tỷ","Golden Bay là khu đô thị kiểu mẫu đầu tiên tại Bắc Bán đảo Cam Ranh, cơ sở hạ tầng hoàn thiện. Vùng đất Vàng sở hữu biển Bãi Dài 17km, với Sân Bay Quốc Tế Cam Ranh thu hút hơn 2 triệu lượt khách du lịch mỗi năm, nơi tập trung nhiều resort tầm cỡ 5 sao. Vì thế nên Golden Bay luôn được các nhà Đầu Tư quan tâm và đầu tư.Bán homestay D16 - 31 Khu đô thị Goldenbay.Vị trí hướng Đông Nam, cạnh quảng trường sau dãy khách sạn Nguyễn Tất Thành, cách bờ biển 700m.Nhà D16 - 31 diện tích: 126m2 (7x18m) xây 3 tầng, 6 phòng ngủ full nội thất.- Kiến trúc Mỹ, vị trí đẹp ngay bên cạnh quảng trường, đường Nguyễn Tất Thành.- Được đầu tư xây dựng kỹ lưỡng theo phong cách hiện đại.- Thiết kế 3 tầng và tận dụng hết công năng từng tầng thích hợp cho việc kinh doanh homestay và văn phòng làm việc.* Tầng trệt: Với thiết kế không gian thông thoáng có sân trước và sân sau, gồm phòng khách và phòng làm việc.* Tầng 2: Có 4 phòng ngủ đầy đủ tiện nghi (toilet, tủ đựng đồ, bàn trang điểm và tivi... ).* Tầng 3: Có 2 phòng ngủ + 1 bếp + 2 ban công view đẹp + 1 phòng giặt sấy, full điện máy & đồ dùng bếp).Liên hệ: 0337260596 gặp em Duyên.Chuyên đầu tư và môi giới Golden Bay và các dự án tại Bãi Dài Cam Ranh.Floriland Real Estate Services.Head Office: 19 - 21 Nguyễn Văn Trỗi, Phú Nhuận, HCMC.Golden Bay Office: D16 - 31 - 55 & D17 - 22 - 39 Golden Bay City, Long Beach Cam Ranh, Khánh Hòa.",6900.0,126.0,"Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)","Dự án Golden Bay, Đường Nguyễn Tất Thành, Xã Cam Hải Đông, Cam Lâm, Khánh Hòa",7.0,13.0,,3,6,-1,Full nội thất.,Đang chờ sổ,Golden Bay,Công ty CP Tập đoàn Hưng Thịnh,Hơn 2.000 nền,06/11/2021,13/11/2021,31319020,6 PN,Đông-Nam,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-biet-thu-lien-ke-duong-nguyen-tat-thanh-xa-cam-hai-dong-prj-golden-bay/ban-d16-31-huong-nam-gan-dai-lo-gia-chi-6-9-ty-pr31319020,Khánh Hòa,Huyện Cam Lâm
"Căn 08 tòa Moon chung cư HDI Tây Hồ, CK lên tới 230tr, giá chỉ từ 4.8 tỷ","Tầng cao 25 - 26.3 phòng ngủ, 2 vệ sinh, 2 ban công rộng hướng Tây và Nam view Hồ Tây và đường Võ Chí Công.Giá từ 4.8 - 5.4 tỷ.1/ Chính sách bán hàng mới cập nhật tháng 10/2021.- Quà tặng từ 100 - 230 triệu tùy từng căn.- Chiết khấu 1% KH mua từ căn hộ thứ 2.- CĐT hỗ trợ vay với lãi suất 0%, 45% trong 6 tháng - 65% GTCH trong 9 tháng.Liên hệ xem căn hộ thực tế:Hotline PBH: 0944836059.",4800.0,107.0,Bán căn hộ chung cư,"Dự án Tây Hồ Residence, 68A Đường Võ Chí Công, Phường Xuân La, Tây Hồ, Hà Nội",,,Tây-Nam,-1,3,2,,,Tây Hồ Residence,Công ty CP Đầu tư Xây dựng Phát triển nhà số 7 Hà Nội,Gồm 4 tòa tháp cao từ 15 - 27 tầng; khu thấp tầng là biệt thự cao cấp,06/11/2021,13/11/2021,31319021,3 PN,Bắc,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-can-ho-chung-cu-duong-vo-chi-cong-phuong-xuan-la-prj-tay-ho-residence/-08-toa-moon-hdi-ck-len-toi-230tr-gia-tu-4-8-ty-pr31319021,Hà Nội,Quận Tây Hồ
"Chính chủ cần tiền bán gấp căn hộ Him Lam Phú Đông full nội thất cao cấp, 2.1 tỷ. LH 0914181315","- Do cần tiền làm việc khác nên bán lại căn hộ Him Lam Phú Đông view thành phố rất đẹp, lầu thấp, nội thất cao cấp như hình, tặng kèm 3 máy lạnh vừa mua, 2 sàn gỗ cao cấp mới làm lại.- Do làm nội thất tỉ mỉ để ở nên nội thất rất đẹp.- Giá 2,1 tỷ.Liên hệ: 0914181315 A Bình.",2100.0,,Bán căn hộ chung cư,"Dự án Him Lam Phú Đông, Phường An Bình, Dĩ An, Bình Dương",,,,-1,-1,-1,"Nội thất cao cấp như hình. Tặng kèm 3 máy lạnh vừa mua, 2 sàn gỗ cao cấp",,Him Lam Phú Đông,Công ty CP Him Lam,"Gồm căn hộ cao cấp, nhà phố liên kế và nhà phố thương mại",06/11/2021,13/11/2021,17683655,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-can-ho-chung-cu-phuong-an-binh-prj-him-lam-phu-dong/chinh-chu-tien-ban-gap-full-noi-that-cao-cap-3-may-lanh-lh-0914181315-pr17683655,Bình Dương,Thành phố Dĩ An
"Chung cư Chính Kinh cạnh Royal City, 1PN - 3PN, full đồ, ở ngay, sổ hồng vĩnh viễn","1. Vị trí chung cư Chính Kinh - Royal City.Tòa nhà chung cư chính kinh tọa lạc ngay gần TTM Royal City, quận Thanh Xuân, đường vào rộng rãi, có bãi gửi ô tô cách 100m, khu vực dân trí cao.Gần ngã tư sở, nguyễn trãi, vũ tông phan. Khương đình, đặc biệt, gần các trường đại học lớn như, ĐH Y, HV Ngân Hàng, Đh Khoa Học Và Nhân Văn, Đh Kiến Trúc... Giao thông đi lại rất thuận tiện.2, Diện tích và giá bán căn hộ Chính Kinh Royal City.CH 1 phòng ngủ, 33m2, 760tr.CH 2 phòng ngủ, 48m2, 1,220tr.CH 3 phòng ngủ 56m2, 1.390tr.3. Nội thất.Chung cư được trang bị đầy đủ nội thất được nhập khẩu từ châu âu, thang máy, thang bộ, PCCC đạt tiêu chuẩn, bảo vệ 24/24.4. Pháp lý.- Đảm bảo tính pháp lý của căn hộ theo quy định của pháp luật. - Cam kết tách sổ hồng đồng sở hữu mỗi hộ. Hình ảnh thực tế căn hộ. Liên hệ đại diện duy nhất chủ đầu tư.",730.0,35.0,Bán căn hộ chung cư,"Phố Chính Kinh, Thanh Xuân, Hà Nội",,,,-1,1,-1,,,,,,06/11/2021,13/11/2021,30513333,1 PN,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-can-ho-chung-cu-pho-chinh-kinh-5/-canh-royal-city-1pn-3pn-full-do-o-ngay-so-hong-vinh-vien-pr30513333,Hà Nội,Quận Thanh Xuân
"Cần nhà cấp 4 hẻm 2,5 m đường Nam kỳ Khởi Nghĩa hướng Tây Nam, phường Thắng Tam Tp Vũng Tàu","Cần nhà cấp 4 hẻm 2,5m đường Nam Kỳ Khởi Nghĩa, hướng Tây Nam, phường Thắng Tam Tp Vũng Tàu, vị trí cách đường 200m, hẻm thông ra Trương Công Định, gần chợ, khu Bình Dân Lao Động, DT 65m2 thổ cư 100%. Giá bán 2 tỷ 650 tr có thương lượng.Quý khách có nhu cầu xin liên hệ 0903901409 + 0908275552.Vp Nhà Đất Lannguyen - 78 B7 Trương Công Định P3 Tp Vũng Tàu.",2650.0,65.0,Bán nhà riêng,"Đường Nam Kỳ Khởi Nghĩa, Phường Thắng Tam, Vũng Tàu, Bà Rịa Vũng Tàu",4.0,2.0,Tây-Bắc,1,2,1,Nội thất cơ bản.,,,,,06/11/2021,13/11/2021,31316466,2 PN,Tây-Bắc,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-rieng-duong-nam-ky-khoi-nghia-phuong-thang-tam/can-cap-4-hem-2-5-m-duonhf-huong-tay-tp-vung-tau-pr31316466,Bà Rịa-Vũng Tàu,Thành phố Vũng Tàu
"Cần bán khách sạn mặt phố Hàng Bông, Hoàn Kiếm. DT 120m2 x 8 tầng vị trí cách bờ hồ 50m, KD sầm uất","Gia đình cần bán khách sạn mặt phố Hàng Bông, Quận Hoàn Kiếm Hà Nội.- Diện tích 120m2 x 8 tầng. Thang máy (Nở hậu).- Vị trí nhà nằm đoạn đẹp nhất phố Hàng Bông, vỉa hè rộng và gần sát bờ hồ Hoàn Kiếm.- Nhà thiết kế 22 phòng khách sạn full nội thất cao cấp, theo tiêu chuẩn khách sạn 4*. Hiện tại Khách Sạn vẫn đang hoạt động bình thường.- Sổ đỏ chính chủ, 1 sổ, 1 chủ. Gia đình thiện chí bán, sang tên ngay.- Nhà đã có Hoàn công tài sản gắn liền trên đất và phòng cháy chữa cháy đầy đủ.* Liên hệ trực tiếp Anh Khâm, chị Mỹ: 0966.886.928, 084.699.8888.* Miễn trung gian, không tiếp môi giới, báo QC, xin cảm ơn.",67000.0,120.0,Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố),"Phố Hàng Bông, Phường Hàng Gai, Hoàn Kiếm, Hà Nội",,,,8,-1,-1,,,,,,06/11/2021,13/11/2021,29189017,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-mat-pho-pho-hang-bong-phuong-hang-gai/can-ban-khach-san-hoan-kiem-dt-120m2-x-8tang-vi-tri-cach-bo-ho-50m-kd-sam-uat-pr29189017,Hà Nội,Quận Hoàn Kiếm
Sàn Nam Phong Land bán đất nền KDC Sài Gòn Village,"Sàn Nam Phong Land (lô số A1 - 38 ngay cổng số đường số 5).Chuyên nhận mua bán kí gửi và tư vấn về đất nền, xây dựng, ngân hàng tại dự án Sài Gòn Village và TNT Thái Sơn.Quý khách có nhu cầu vui lòng liên hệ: 0907228994 Phong.Sự hài lòng của khách hàng là niềm vui của chúng tôi!",1700.0,80.0,Bán đất nền dự án (đất trong dự án quy hoạch),"Dự án Sài Gòn Village, Xã Long Hậu, Cần Giuộc, Long An",,,,-1,-1,-1,,,Sài Gòn Village,Công ty TNHH SX – KD Hai Thành,Gồm 1700 nền đất,06/11/2021,13/11/2021,29645372,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-dat-nen-du-an-xa-long-hau-prj-sai-gon-village/san-nam-phong-land-nhan-mua-ban-ki-gui-va-tu-van-kdc-village-pr29645372,Long An,Huyện Cần Giuộc
"Bán nhà mặt đường, phố Minh Khai, Bạch Mai, KD Sầm Uất, 60m2 x 5 tầng, giá 21,5 tỷ","Vị trí trung tâm đẹp nhất tuyến phố Bạch Mai, nối thông Phố Huế thích hợp kinh doanh đủ các loại hình: Ngân Hàng, bệnh viện thẩm mỹ, trung tâm giáo dục, phòng khám, thời trang, hiện gia đình đang cho thuê kinh doanh 50tr/tháng.Nhà xây khung bê tông, móng cọc chắc chắn. Thiết kế hiện đại thông sàn, và hố chờ thang máy, nội thất trong nhà ngoại nhập, sang trọng, đẳng cấp, thời thượng.- Vị trí đẹp, ngay ngã tư Bạch Mai - Phố Huế tiềm năng kinh doanh cao, giao thông đi lại thuận tiện, tiện ích đầy đủ.- Sổ đỏ chính chủ, pháp lý rõ ràng.Giá bán: 21.5 tỷ (có thương lượng).",21500.0,60.0,Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố),"Đường Minh Khai, Phường Minh Khai, Hai Bà Trưng, Hà Nội",,,,5,4,5,Full,Sổ đỏ,,,,06/11/2021,13/11/2021,31319019,4 PN,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-mat-pho-duong-minh-khai-phuong-minh-khai/ban-bach-mai-kd-sam-uat-60m2-x5-tang-gia-21-5-ty-pr31319019,Hà Nội,Quận Hai Bà Trưng
"Bán nhanh BT Hải Âu 01 - 115 hướng ĐB, 368m2 đất, XD 571.4m2 mặt hồ vip view thoáng đẹp, 55.9 tỷ","- Thông tin lô biệt thự căn góc mặt hồ khu Hải Âu 01 KĐT Vinhomes Ocenpark.HA01 - 115 hướng ĐB, diện tích đất 368m2 diện tích xây dựng 571.4m2 diện tích XD mỗi sàn 145m2, đơn lập xây thô 4 tầng, đường rộng 20m thoáng đẹp, mặt tiền 16m sâu 23m căn góc VIP view giữa biển hồ nước ngọt 24.5ha cạnh vườn hoa và quảng trường trung tâm, khu có an ninh tốt gần bể bơi, trung tâm thương mại Vincom, công viên và khu liên hợp thể thao.Đặc biệt tiểu khu được phép kinh doanh có chỗ đỗ xe thoải mái.Bán lại giá 55.9 tỷ nét.Ai có nhu cầu LH: Mr Vũ Phương 0961548888.",55900.0,368.0,"Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)","Dự án Vinhomes Ocean Park Gia Lâm, Xã Dương Xá, Gia Lâm, Hà Nội",16.0,20.0,,4,-1,-1,,,Vinhomes Ocean Park Gia Lâm,Tập đoàn Vingroup,"2.300 căn biệt thự, 66 tòa căn hộ",06/11/2021,13/11/2021,31170401,,Đông-Bắc,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-biet-thu-lien-ke-xa-duong-xa-prj-vinhomes-ocean-park-gia-lam/ban-nhanh-bt-hai-au-01-115-huong-db-368m2-dat-xd-571-4m2-mat-ho-vip-view-thoang-dep-55-9-ty-pr31170401,Hà Nội,Huyện Gia Lâm
"Chính chủ bán nhanh CH Q7 SaiGon Riverside 2PN rẻ nhất thị trường, miễn phí 1 năm PQL LH 0906360234","Chính chủ tôi mới mua căn hộ 2 phòng ngủ 2WC ban công hướng nam view nội khu thuộc dự án Q7 SaiGon Riverside. Hiện tại dự án đã cất nóc dự kiến Quý 4/2021 nhận nhà.Diện tích; 53m2 1PN.Diện tích; 66,66m2, 2PN 2WC, tầng trung view đẹp. Thiết kế căn hộ thông minh Smarthome.Do kẹt vốn bán nhanh trong tuần giá 1 tỷ 866 triệu. Tặng 1 năm phí quản lý, full nội thất. Thương lượng trực tiếp chính chủ 0906360234 Ms Nguyên. Call - Zalo - Viber. Miễn tiếp môi giới. Cam kết đang giá thật.",1866.0,53.0,Bán căn hộ chung cư,"Dự án Q7 Saigon Riverside, Đường Đào Trí, Phường Phú Thuận, Quận 7, Hồ Chí Minh",,,Nam,-1,1,1,Tặng bộ nội thất bếp cao cấp thương hiệu Malloca của Châu Âu. Tặng full bộ thiết bị vệ sinh cao cấp thương hiệu ToTo Nhật Bản.,Sổ hồng sở hữu lâu dài,Q7 Saigon Riverside,Công ty CP Tập đoàn Hưng Thịnh,4 tòa cao 34 tầng gồm 3580 căn hộ,06/11/2021,13/11/2021,27675977,1 PN,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-can-ho-chung-cu-duong-dao-tri-phuong-phu-thuan-3-prj-q7-saigon-riverside/ban-gap-ch-s2-07-view-cau-my-2pn-2wc-re-nhat-thi-truong-lh-0906360234-pr27675977,Hồ Chí Minh,Quận 1
"Nhà xây mới, chỉ 1.8 tỷ, Quang Lãm, Phú Lương, Hà Đông, 0985883329","Nhà xây mới, chỉ 1.8 tỷ, Quang Lãm, Phú Lương, Hà Đông, 0985883329.* Diện tích 35m2.* Mặt tiền 3,5m.* Hướng Tây Tứ Mệnh. Hai mặt thoáng.* Nhà mới xây dựng 4 tầng:+ Tầng 1: Phòng khách + bếp.+ Tầng 2 - 3: Phòng ngủ + WC.+ Tầng 4: Phòng thờ và sân phơi.* Vị trí: Nằm trên con phố Xốm buôn bán sầm uất, trường CĐ Kinh Tế Kĩ Thuật Thương Mại, gần đại học Đại Nam, THPT Trần Hưng Đạo và trường mầm non tư thục và công lập, giao thông thuận tiện.* Nội thất: Nội thất được trang bị cơ bản: Hệ thống cửa chính 2 lớp (cửa sắt, cửa gỗ Lim), cửa thông phòng gỗ Lim, cửa sổ, cửa vệ sinh cửa nhựa lõi thép, trần thạch cao, thiết bị vệ sinh Linax, tủ bếp gỗ, tay vịn gỗ, bậc cầu thang đá đen, gạch lát sàn Viglacera. Thiết bị điện Trần Phú, đầu chờ internet, truyền hình cáp, nóng lạnh, điều hòa.* Giá bán: 1.8 tỷ. Có thương lượng nhẹ. Bao phí sang tên.Ngọc Liên: 0985883329.",1800.0,35.0,Bán nhà riêng,"Đường Quang Lãm, Phường Phú Lãm, Hà Đông, Hà Nội",3.5,2.5,Tây-Nam,4,3,3,"Nội thất được trang bị cơ bản: Hệ thống cửa chính 2 lớp (cửa sắt, cửa gỗ Lim), cửa thông phòng gỗ Lim, cửa sổ, cửa vệ sinh cửa nhựa lõi thép, trần thạch cao, thiết bị vệ sinh Linax, tủ bếp.",,,,,06/11/2021,13/11/2021,31192147,3 PN,Tây-Nam,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-rieng-duong-quang-lam-phuong-phu-lam-1/-xay-moi-chi-1-8-ty-luong-ha-dong-0985883329-pr31192147,Hà Nội,Quận Hà Đông
"Nhà mặt phố Thái Hà, Đống Đa vỉa hè, ô tô, thang máy, KD 199m2 6T MT 6.5m 55 tỷ. ĐT 0973584969","Bán nhà mặt phố Thái Hà - Đống Đa.+ Tòa nhà tọa lạc nơi đắc địa, mặt tiền lớn 6.5m, vỉa hè 6m, đường 4 làn ô tô tránh, gần chỗ quay đầu xe. Vị trí vô cùng thuận tiện, nơi kết nối các tuyến phố chính như Hoàng Cầu, Yên Lãng, Láng Hạ, Huỳnh Thúc Kháng, Tây Sơn... Phù hợp kinh doanh bất chấp mọi loại hình đỉnh cao.+ DT 199m2 x MT 6.5m x 6 tầng thang máy nhập ngoại, nhà 2 thoáng vĩnh viễn, thiết kế chuẩn văn phòng hiện đại, nội ngoại thất sang trọng, đẳng cấp.+ Sổ đỏ chính chủ vuông đẹp nở hậu, pháp lý sạch. Giá 55 tỷ (có thương lượng).Liên hệ tôi, Triều: 0832133666 / 0973584969 (Miễn Trung gian, Môi giới).",55000.0,199.0,Bán nhà mặt phố (nhà mặt tiền trên các tuyến phố),Phố Thái Hà - Phường Trung Liệt - Đống Đa - Hà Nội,,,,6,-1,-1,,Sổ đỏ chính chủ,,,,06/11/2021,14/11/2021,30539150,,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-mat-pho-pho-thai-ha-phuong-trung-liet/-dong-da-via-he-o-to-tng-may-kd-199m2-6t-mt6-5m-55-ty-dt-0973584969-pr30539150,Hà Nội,Quận Đống Đa
CCMN 10 phòng cho thuê tuyệt đẹp - Khép kín full đồ - Cho thuê 48 tr/th giá 6.85 tỷ,"CCMN 10 phòng cho thuê tuyệt đẹp - Khép kín full đồ - Cho thuê 48 tr/th giá 6.85 tỷ.- Vị trí quá đẹp, khu vực trung tâm, tiện ích không thiếu thứ gì, khu vực trọng điểm phát triển.- Ngõ nông, thoáng. An sinh đỉnh, dân trí cực cao.- Nhà xây 5 tầng khung cột bê tông siêu kiên cố chắc chắn, mới đẹp. Thiết kế hiện đại đầy đủ công năng sử dụng gồm:+ Tầng 1: Chỗ để xe, 1 phòng khép kín.+ Tầng 2, 3, 4: Mỗi tầng 2 phòng khép kín.+ Tầng 5: 3 phòng.- Thiết bị nội thất đầy đủ, không thiếu thứ gì. Thiết bị bếp, nhà tắm, vệ sinh cao cấp, máy giặt, sấy, tủ lạnh, điều hòa, giường, nệm, tủ quần áo,...- Nhà phù hợp với khách mua khu vực Trường Chinh, Nguyễn Trãi, Tôn Thất Tùng, Lê Trọng Tấn, Vương Thừa Vũ, Hoàng Văn Thái, Tô Vĩnh Diện, Kim Giang, Vũ Tông Phan, Thượng Đình, Hạ Đình, Khương Trung, Khương Hạ và các khu vực lân cận.- Sổ đỏ vuông đẹp, sẵn sàng giao dịch.Liên hệ E. Nghĩa.",6850.0,61.0,Bán nhà riêng,"Đường Trường Chinh, Phường Khương Thượng, Đống Đa, Hà Nội",,,,5,10,-1,,Sổ đỏ/ Sổ hồng,,,,06/11/2021,13/11/2021,31048386,10 PN,,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-rieng-duong-truong-chinh-phuong-khuong-thuong/ccmn-10-phong-cho-thue-tuyet-dep-khep-kin-full-do-cho-thue-48-tr-th-gia-6-85-ty-pr31048386,Hà Nội,Quận Đống Đa
"Bán nhà Golden Bay D16 - 31 hướng đông nam gần đại lộ Nguyễn Tất Thành giá chỉ 6,9 tỷ","Golden Bay là khu đô thị kiểu mẫu đầu tiên tại Bắc Bán đảo Cam Ranh, cơ sở hạ tầng hoàn thiện. Vùng đất Vàng sở hữu biển Bãi Dài 17km, với Sân Bay Quốc Tế Cam Ranh thu hút hơn 2 triệu lượt khách du lịch mỗi năm, nơi tập trung nhiều resort tầm cỡ 5 sao. Vì thế nên Golden Bay luôn được các nhà Đầu Tư quan tâm và đầu tư.Bán homestay D16 - 31 Khu đô thị Goldenbay.Vị trí hướng Đông Nam, cạnh quảng trường sau dãy khách sạn Nguyễn Tất Thành, cách bờ biển 700m.Nhà D16 - 31 diện tích: 126m2 (7x18m) xây 3 tầng, 6 phòng ngủ full nội thất.- Kiến trúc Mỹ, vị trí đẹp ngay bên cạnh quảng trường, đường Nguyễn Tất Thành.- Được đầu tư xây dựng kỹ lưỡng theo phong cách hiện đại.- Thiết kế 3 tầng và tận dụng hết công năng từng tầng thích hợp cho việc kinh doanh homestay và văn phòng làm việc.* Tầng trệt: Với thiết kế không gian thông thoáng có sân trước và sân sau, gồm phòng khách và phòng làm việc.* Tầng 2: Có 4 phòng ngủ đầy đủ tiện nghi (toilet, tủ đựng đồ, bàn trang điểm và tivi... ).* Tầng 3: Có 2 phòng ngủ + 1 bếp + 2 ban công view đẹp + 1 phòng giặt sấy, full điện máy & đồ dùng bếp).Liên hệ: 0337260596 gặp em Duyên.Chuyên đầu tư và môi giới Golden Bay và các dự án tại Bãi Dài Cam Ranh.Floriland Real Estate Services.Head Office: 19 - 21 Nguyễn Văn Trỗi, Phú Nhuận, HCMC.Golden Bay Office: D16 - 31 - 55 & D17 - 22 - 39 Golden Bay City, Long Beach Cam Ranh, Khánh Hòa.",6900.0,126.0,"Bán nhà biệt thự, liền kề (nhà trong dự án quy hoạch)","Dự án Golden Bay, Đường Nguyễn Tất Thành, Xã Cam Hải Đông, Cam Lâm, Khánh Hòa",7.0,13.0,,3,6,-1,Full nội thất.,Đang chờ sổ,Golden Bay,Công ty CP Tập đoàn Hưng Thịnh,Hơn 2.000 nền,06/11/2021,13/11/2021,31319020,6 PN,Đông-Nam,Tin thường,https://batdongsan.com.vn/nha-dat-ban//ban-nha-biet-thu-lien-ke-duong-nguyen-tat-thanh-xa-cam-hai-dong-prj-golden-bay/ban-d16-31-huong-nam-gan-dai-lo-gia-chi-6-9-ty-pr31319020,Khánh Hòa,Huyện Cam Lâm
